ID	County	State	X2020.05.05	X2020.05.04	X2020.05.03	X2020.05.02	X2020.05.01	X2020.04.30	X2020.04.29	X2020.04.28	X2020.04.27	X2020.04.26	X2020.04.25	X2020.04.24	X2020.04.23	X2020.04.22	X2020.04.21	X2020.04.20	X2020.04.19	X2020.04.18	X2020.04.17	X2020.04.16	X2020.04.15	X2020.04.14	X2020.04.13	X2020.04.12	X2020.04.11
5003	Ashley	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5005	Baxter	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5007	Benton	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5009	Boone	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5011	Bradley	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
5013	Calhoun	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5015	Carroll	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5017	Chicot	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5019	Clark	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5021	Clay	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5023	Cleburne	Arkansas	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5025	Cleveland	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5027	Columbia	Arkansas	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5029	Conway	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5031	Craighead	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033	Crawford	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5035	Crittenden	Arkansas	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	2	2	2	2	2
5037	Cross	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5039	Dallas	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5041	Desha	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5043	Drew	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5045	Faulkner	Arkansas	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
5047	Franklin	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5049	Fulton	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5051	Garland	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5053	Grant	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5055	Greene	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5057	Hempstead	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5059	HotSpring	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5061	Howard	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5063	Independence	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5065	Izard	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5067	Jackson	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5069	Jefferson	Arkansas	19	18	17	16	15	14	14	13	9	9	7	7	7	7	7	7	6	6	6	6	6	5	4	3	2
5071	Johnson	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5073	Lafayette	Arkansas	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5075	Lawrence	Arkansas	4	4	4	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5077	Lee	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
5079	Lincoln	Arkansas	5	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5081	LittleRiver	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5083	Logan	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5085	Lonoke	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5087	Madison	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5089	Marion	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5091	Miller	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
5093	Mississippi	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5095	Monroe	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5097	Montgomery	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5099	Nevada	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5101	Newton	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5103	Ouachita	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5105	Perry	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5107	Phillips	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
5109	Pike	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5111	Poinsett	Arkansas	2	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5113	Polk	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5115	Pope	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5117	Prairie	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5119	Pulaski	Arkansas	21	20	19	19	18	17	16	16	15	14	14	14	12	12	12	12	12	12	11	11	10	10	10	9	9
5121	Randolph	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5123	St.Francis	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5125	Saline	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5127	Scott	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5129	Searcy	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5131	Sebastian	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5133	Sevier	Arkansas	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5135	Sharp	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5137	Stone	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5139	Union	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5141	VanBuren	Arkansas	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
5143	Washington	Arkansas	3	3	3	3	3	3	3	3	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0
5145	White	Arkansas	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
5147	Woodruff	Arkansas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5149	Yell	Arkansas	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6001	Alameda	California	66	65	63	63	63	63	59	59	56	52	52	48	48	43	43	42	42	41	40	40	36	23	23	23	21
6003	Alpine	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6005	Amador	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6007	Butte	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6009	Calaveras	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6011	Colusa	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6013	ContraCosta	California	29	28	28	28	28	27	25	25	25	25	25	23	23	22	22	22	20	19	19	16	14	12	11	11	11
6015	DelNorte	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6017	ElDorado	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6019	Fresno	California	9	9	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5
6021	Glenn	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6023	Humboldt	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6025	Imperial	California	8	8	8	8	8	8	8	8	7	7	7	7	7	4	4	2	2	2	2	2	2	2	2	2	2
6027	Inyo	California	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6029	Kern	California	11	8	8	8	8	7	6	5	5	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3
6031	Kings	California	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6033	Lake	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6035	Lassen	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6037	LosAngeles	California	1313	1256	1229	1209	1172	1111	1056	1000	942	913	895	850	797	729	663	617	600	576	495	455	402	360	320	296	265
6039	Madera	California	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6041	Marin	California	13	13	13	13	13	13	13	12	12	12	12	12	11	11	10	10	10	10	10	10	10	10	10	10	10
6043	Mariposa	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6045	Mendocino	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6047	Merced	California	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
6049	Modoc	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6051	Mono	California	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6053	Monterey	California	6	6	6	6	5	5	5	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3
6055	Napa	California	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6057	Nevada	California	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6059	Orange	California	61	57	52	52	50	45	44	42	40	39	38	36	36	34	33	33	32	32	28	25	22	19	19	19	18
6061	Placer	California	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	5	5	4	4
6063	Plumas	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6065	Riverside	California	184	181	167	167	156	149	143	141	141	118	117	112	109	99	93	85	75	74	69	59	54	50	50	41	41
6067	Sacramento	California	47	47	43	43	43	43	42	41	41	41	41	41	41	36	35	34	34	33	32	32	32	28	27	26	26
6069	SanBenito	California	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6071	SanBernardino	California	101	99	99	98	96	93	89	85	82	82	82	80	72	67	67	60	57	57	55	47	39	31	31	31	25
6073	SanDiego	California	162	150	150	150	143	140	133	128	123	111	111	102	102	96	87	72	71	71	70	63	60	53	47	45	45
6075	SanFrancisco	California	31	30	29	29	28	25	23	23	23	22	22	22	21	21	20	20	20	20	20	17	17	15	15	14	13
6077	SanJoaquin	California	26	26	25	25	25	25	25	25	25	25	25	24	22	20	20	18	17	17	17	17	17	17	17	16	15
6079	SanLuisObispo	California	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6081	SanMateo	California	53	53	52	52	52	50	48	48	46	41	41	41	39	39	28	28	28	28	28	28	28	21	21	21	21
6083	SantaBarbara	California	9	8	8	8	8	8	8	7	7	7	6	6	5	5	5	4	4	4	3	3	2	2	2	2	2
6085	SantaClara	California	122	118	116	115	114	112	108	107	104	101	100	99	96	95	89	84	74	74	74	70	66	61	61	54	52
6087	SantaCruz	California	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1
6089	Shasta	California	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3
6091	Sierra	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6093	Siskiyou	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6095	Solano	California	6	6	5	5	5	5	5	4	4	4	4	4	4	3	3	2	2	2	2	2	2	2	2	2	2
6097	Sonoma	California	4	4	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6099	Stanislaus	California	15	15	14	14	13	13	11	10	7	5	5	5	5	5	4	4	4	4	4	4	4	4	2	2	2
6101	Sutter	California	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6103	Tehama	California	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6105	Trinity	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6107	Tulare	California	40	40	40	40	40	40	36	35	32	32	32	28	25	25	22	18	17	17	17	17	15	13	13	11	11
6109	Tuolumne	California	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6111	Ventura	California	19	19	19	19	18	18	17	17	17	17	16	16	16	14	13	13	13	13	13	13	13	13	10	10	10
6113	Yolo	California	19	19	18	18	16	16	16	16	16	14	13	13	12	12	10	10	9	8	8	7	7	4	4	3	3
6115	Yuba	California	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8001	Adams	Colorado	72	68	68	68	68	63	62	61	60	58	57	57	46	46	46	37	35	33	31	29	28	27	26	26	25
